#Protein	         CTR	         STS	        METF	    STSMETF
P09405  	   0.0834926	    -1.51658	    0.490955	   0.942132
P09411  	   0.0288867	    -1.48579	    0.367579	    1.08933
P09450  	    0.827508	    0.624269	   0.0721025	   -1.52388
P09528  	   -0.270542	    -1.37888	      1.2421	    0.40732
P09671  	    -1.29557	  -0.0167859	    0.433361	   0.878999
P0CG14  	    -1.16813	     0.17865	  -0.0910768	    1.08056
P10107  	  -0.0207695	    0.502477	    -1.34102	   0.859314
P10126  	   -0.278246	     -1.3557	    0.860223	   0.773722
P10400  	     1.13689	    0.432444	   -0.981215	  -0.588115
P10518  	    0.811639	   -0.579166	   -0.599719	   0.367245
P10605  	    -1.04528	    -0.24445	  -0.0280402	    1.31777
P10639  	     1.05659	   -0.814438	   -0.389187	   0.147038
P10649  	    -1.29409	     1.19057	   -0.456803	   0.560325
P10711  	   -0.554691	    -1.07289	    0.226157	    1.40142
P10810  	    0.661348	    0.736578	    -1.55792	   0.159993
P10833  	   -0.494574	     1.16182	    -1.15315	   0.485905
Q8CGP2  	    -1.07823	   -0.574607	    0.282472	    1.37036
P10922  	   -0.842319	    0.885823	   -0.540935	   0.497432
P11087  	     1.00485	    0.835529	   -0.940696	  -0.899682
P11157  	     1.18784	    0.296862	   -0.104994	   -1.37971
P11276  	    0.348731	    0.544107	    -1.55255	   0.659718
P11352  	    0.698002	   -0.927625	     1.16262	  -0.932992
P11370  	    0.634452	    0.897747	    -0.46726	   -1.06494
P11438  	    -1.10719	   -0.307337	  -0.0101819	    1.42471
P11440  	     1.11752	     0.39958	   -0.228523	   -1.28857
P11499  	    0.920306	    -1.48984	  -0.0592024	   0.628733
P11688  	   -0.580103	   -0.917309	    0.382812	     1.1146
P11928  	    -1.39165	     1.03184	   -0.301881	   0.661695
P11930  	     1.19626	    -0.19749	   -0.297185	   -0.70158
P11983  	    0.240919	    -1.46432	    0.620667	    0.60273
P12023-3	   -0.151708	    0.552083	    -1.19817	   0.797792
P12382  	   -0.100869	   -0.814919	    0.729354	   0.186434
P12787  	    -0.56035	  -0.0164843	     1.37528	  -0.798443
P12815  	   -0.833428	   -0.482297	    0.933592	   0.382132
P12970  	     1.54443	   -0.726978	   -0.447756	  -0.369697
P13011  	    0.652044	    0.746224	    -1.53885	   0.140577
P13020-2	   -0.151136	     1.35292	    -1.25539	  0.0536111
P13439  	    0.941233	   -0.553852	    0.688595	   -1.07598
P13516  	    0.745286	     1.00153	    -1.38942	  -0.357398
P13864  	     1.17859	    0.599229	    -0.57873	   -1.19909
P14094  	    0.698632	    0.972935	   -0.566094	   -1.10547
P14115  	    0.868349	   -0.953163	   -0.308401	   0.393215
P14131  	     1.24087	    -1.39133	    0.117906	   0.032553
P14148  	    0.256747	   -0.880806	    0.702165	 -0.0781061
P14152  	    0.346428	    0.836492	    -1.43673	   0.253805
P14211  	    -0.39733	   -0.996643	   -0.108428	     1.5024
P14576  	    -0.68471	   -0.837014	    0.136838	    1.38489
P14685  	  -0.0400137	    -1.35609	    0.576597	   0.819509
P14719  	     1.14205	    0.130984	   -0.553291	  -0.719747
P14824  	   -0.492793	    0.901094	    0.287426	  -0.695727
P14869  	   -0.024076	    -1.41332	    0.450832	   0.986568
P14873  	   -0.534489	    -1.30594	    0.810673	    1.02975
P14901  	   -0.240549	    -1.45526	     1.05987	    0.63594
P15066  	    0.935947	    -1.34444	   -0.194279	   0.602773
P15092-2	   -0.181963	     1.21659	   -0.300189	  -0.734435
P15379-2	    0.657271	   -0.799356	    0.764522	  -0.622436
P15532  	   -0.693948	  -0.0562438	    0.110178	   0.640013
P15533  	   -0.384641	     0.83486	   -0.683953	   0.233734
P15702  	    0.675265	    0.854018	   -0.147921	   -1.38136
P15864  	   -0.634514	   -0.694671	   -0.220419	     1.5496
P15920  	  -0.0396461	   -0.892787	    0.358173	    0.57426
P16045  	   -0.416901	   -0.913354	   -0.113366	    1.44362
Q8C253  	    -0.88399	   -0.927309	    0.549276	    1.26202
P16254  	    -1.22961	  -0.0162987	    0.233367	    1.01254
P16332  	   -0.412048	     0.24716	    -1.06062	    1.22551
P16460  	   -0.176574	    -1.01381	     1.28574	 -0.0953498
P16546-2	      0.8606	    0.830949	    -1.13827	  -0.553282
P16858  	    0.553352	    -1.13812	   -0.567484	    1.15225
P16951  	    -1.18967	    0.140295	    0.840076	     0.2093
P17012  	    0.198965	    0.663446	    0.119162	  -0.981573
P17047-3	  -0.0307391	    -0.97284	   -0.314701	    1.31828
P17095-1	    -1.19061	   -0.584625	    0.801612	   0.973627
P17182  	   -0.845522	   -0.861962	    0.289402	    1.41808
P17426-2	    0.433233	    -1.18017	  -0.0303242	   0.777263
P17427  	    0.889843	    0.844653	    -1.18601	  -0.548491
P17439  	    -1.12511	   -0.385919	    0.716143	    0.79489
P17665  	    -1.22247	    0.331366	    0.280031	   0.611068
P17742  	    0.822928	   -0.573336	      -1.114	   0.864405
P17751  	   -0.570975	    -1.03352	    0.299092	     1.3054
P17809  	   -0.172915	    -1.42664	    0.726418	   0.873133
P17879  	       1.015	    0.602554	     -1.3197	  -0.297855
P17918  	    0.792844	    0.999744	   -0.856668	   -0.93592
P17932  	     1.10617	    0.107796	    -0.86363	  -0.350336
P18155  	   -0.321626	    -1.36738	     1.19092	   0.498088
P18242  	    -1.02061	     1.04357	    0.566509	  -0.589462
P18406  	    0.687093	     1.03922	    -1.08147	  -0.644846
P18654  	    -1.02227	   -0.161452	    0.283213	   0.900507
P18760  	    0.269118	    -1.25013	    -0.11935	    1.10036
P18828-2	    0.354693	   -0.638188	   -0.192807	   0.476303
P18872-2	  -0.0915797	     1.34442	   -0.414371	  -0.838473
P19096  	    0.723236	      1.0989	    -1.30643	   -0.51571
P19157  	   -0.898651	   -0.740881	    0.198586	    1.44095
P19182  	     1.30519	   -0.796793	   -0.322947	  -0.185453
P19253  	     1.06682	    -1.22101	   -0.124232	   0.278425
P19324  	     1.08047	    -1.36847	   0.0896639	    0.19833
P19426-2	   -0.878753	   -0.222078	   -0.161372	     1.2622
P19536  	   -0.372947	   -0.228295	   -0.224297	   0.825539
P19783  	   -0.738771	   -0.831036	     0.25848	    1.31133
P20029  	   -0.640069	   -0.976936	    0.115755	    1.50125
P20060  	   -0.512162	   -0.415797	  -0.0652554	   0.993214
P20065-2	     1.01968	   -0.118788	   -0.700838	  -0.200053
P20108  	   -0.859741	   -0.721227	    0.379153	    1.20182
P20152  	   -0.578957	   -0.614495	   -0.358887	    1.55234
P20664  	     1.21048	    0.475535	    -0.68458	   -1.00144
P21107-2	    0.231626	   -0.945606	   -0.573686	    1.28767
P21278  	   -0.142944	     0.74097	    0.361034	  -0.959061
P21279  	  -0.0836269	     1.28717	   -0.580714	   -0.62283
P21300  	     0.50745	    0.338446	    0.725042	   -1.57094
P21460  	    0.707115	    0.975487	    -1.22718	  -0.455417
P21619  	    -1.28749	       1.194	   -0.115939	   0.209429
P21956-2	    0.973904	    0.810377	    -1.26224	  -0.522046
Q3TBA3  	     -1.5431	    0.348322	     0.18283	    1.01195
P22315  	    0.976946	    0.847082	    -1.01535	  -0.808678
P22437  	    0.230632	    -1.44667	     1.13938	  0.0766511
P22682  	     1.32854	   -0.393497	   -0.957814	  0.0227755
P22907-2	    -1.15127	    0.190463	      0.4782	    0.48261
P22935  	    -1.31043	    0.332862	    0.330666	   0.646898
P23116  	    0.457531	    -1.49634	    0.416578	   0.622229
P23242  	      1.1018	    0.794032	   -0.994128	    -0.9017
P23475  	    -1.08965	   0.0181552	   -0.166915	    1.23841
Q543K9  	   -0.450051	     1.06345	   -0.493859	  -0.119545
P23591  	   0.0589843	    -1.25573	    0.479366	   0.717385
P23780  	   -0.733439	    0.969115	    0.118651	  -0.354326
P23949  	   -0.830168	   -0.724311	     1.17155	   0.382933
P24270  	    -1.27834	   -0.519126	     1.04741	    0.75006
P24288  	   0.0457352	    -1.46497	     1.12023	   0.298996
P24369  	     1.35307	   0.0656456	   -0.796054	  -0.622662
P24472  	   -0.605372	    0.970024	    0.100017	   -0.46467
P24527  	   -0.606844	     1.17205	     -1.1231	   0.557898
P24547  	     1.37636	   -0.581031	   -0.699901	 -0.0954246
P24549  	    -0.56834	     1.56776	   -0.549552	  -0.449868
P24638  	   -0.470679	     1.19737	   -0.589016	  -0.137674
P24668  	     1.00066	    -1.21156	   0.0802656	   0.130636
P24860  	    0.679758	   0.0557678	    0.524765	   -1.26029
P25206  	     1.22676	    0.306271	   -0.958427	  -0.574607
P25322  	     1.22472	    0.543422	   -0.504207	   -1.26394
P25444  	   0.0882093	    -1.32973	    0.118377	    1.12314
Q6PI17  	    0.687607	     0.27406	  -0.0459511	  -0.915716
P25799  	   -0.547117	    0.283092	    -0.98599	    1.25001
P25916  	    -0.11756	     1.03499	  -0.0201977	  -0.897229
P26039  	   -0.799829	   -0.947113	    0.690845	     1.0561
P26040  	    -1.00035	    0.136524	    0.247348	   0.616473
P26043  	    -1.21721	    0.657299	   -0.338329	   0.898239
P26231  	     1.23852	    0.433513	   -0.719579	  -0.952457
P26350  	    -1.11719	  -0.0996397	   0.0884655	    1.12837
P26369  	   -0.477672	   -0.883939	   0.0304428	    1.33117
P26443  	   -0.481787	   -0.473071	   -0.576364	    1.53122
P26516  	  -0.0846318	   -0.616887	    0.710344	-0.00882537
P26618  	    0.159176	     1.38579	   -0.796788	  -0.748175
P26638  	    -1.04271	   -0.787659	    0.526963	    1.30341
P26645  	    -1.04755	     1.03651	   -0.719777	   0.730811
P27046  	     1.38883	   -0.709299	   -0.739259	  0.0597278
P27546-2	    -1.33124	  -0.0730564	    0.182455	    1.22185
P27601  	   -0.281715	    0.615795	    -1.22567	   0.891592
P27612  	   -0.268035	     -1.0867	  -0.0440296	    1.39876
P27641  	    -1.06923	   -0.412796	    0.159548	    1.32248
P27659  	   -0.150277	    -1.37947	    0.392741	      1.137
P27661  	     -1.1365	   -0.343325	    0.785693	   0.694136
P27790  	    0.703339	    0.744624	    -1.15131	   -0.29665
P27808  	     1.28379	   0.0329844	   -0.360332	  -0.956441
P28033  	    -1.06675	   -0.623994	    0.684136	    1.00661
P28063  	    -1.48479	    0.368674	   0.0871732	    1.02895
P28271  	    0.188282	     1.45184	   -0.918236	  -0.721888
P28474  	   -0.774304	   -0.641943	    0.455076	   0.961171
P28656  	    0.679584	    -1.44556	     0.78828	 -0.0222997
P28658  	    0.898834	    0.498602	   -0.181668	   -1.21577
P28659-2	    0.758445	    -1.26477	    0.143263	    0.36306
P28667  	    -1.08582	   -0.259604	    0.395988	   0.949434
Q6LC96  	    0.386255	    0.346342	    0.582504	    -1.3151
P28740-2	     1.46142	  -0.0554606	   -0.566248	   -0.83971
P28798  	     1.13626	    0.443939	    -1.12303	  -0.457172
P28867  	    0.733758	    0.104698	    -1.05558	   0.217123
P29341  	     1.42589	    -1.17121	   -0.165678	 -0.0889949
P29387  	    0.445865	    0.652145	   0.0342721	   -1.13228
Q9CPX4  	   -0.509465	    -1.29968	     1.08866	   0.720482
P29416  	    0.619366	     1.02433	   -0.869032	  -0.774661
P29452  	    -1.47832	    0.300768	    0.472924	    0.70463
Q3UPN1  	    0.684029	     1.18135	   -0.785054	   -1.08033
P30285  	    0.156328	     1.14289	   0.0707363	   -1.36996
P30412  	     1.15565	     0.65506	    -1.12455	  -0.686154
P30416  	     1.05718	   -0.886995	    -0.36289	   0.192709
P30561  	    0.179832	    -1.05548	    0.280414	   0.595236
P31230  	    0.898315	   -0.978651	  -0.0439823	   0.124318
P31750  	    0.473082	    0.440115	    -1.22658	   0.313387
P31786  	    0.837863	    0.489855	    -1.27607	 -0.0516505
P31938  	     -1.1025	   -0.581421	    0.885335	   0.798583
P32020  	     -0.7124	     1.37996	   -0.767531	  0.0999755
P32067  	   -0.371677	   -0.434121	   -0.607962	    1.41376
P32233  	    0.916282	    0.646199	    -1.01671	  -0.545775
P32883-2	    -1.26427	    0.680192	   -0.131257	    0.71534
P32921-2	    -1.01315	   -0.906194	    0.857292	    1.06205
P33174  	     1.35152	   0.0324377	   -0.192281	   -1.19167
P33609  	    0.840276	    0.720238	    -1.02725	  -0.533267
P33611  	    0.864011	    0.606013	   -0.419516	   -1.05051
P34022  	     1.13754	    -1.02635	   -0.197427	  0.0862464
P34884  	    -1.45158	   0.0527182	    0.962178	   0.436685
P35123  	     0.39676	    -1.00243	  -0.0860278	     0.6917
P35235  	    0.289623	   -0.850497	   -0.641216	    1.20209
P35282  	   -0.144534	    -0.61271	     0.88411	  -0.126865
P35283  	    0.639192	   -0.533973	   -0.933081	   0.827862
P35290  	   -0.925161	    0.987557	    0.170797	  -0.233192
P35293  	   0.0213642	   -0.996738	    -0.25976	    1.23513
P35441  	    0.483663	     1.06602	    -1.48581	 -0.0638722
P35456  	   -0.174883	    -1.40249	     1.06107	   0.516305
P35486  	   -0.819543	   -0.409051	    0.810097	   0.418498
P35505  	   -0.441073	      1.1876	    -1.00713	   0.260603
P35550  	   -0.466717	    -1.22732	    0.415145	    1.27889
P35561  	   -0.154646	     1.40376	   -0.630329	  -0.618788
P35564  	   -0.512754	   -0.734967	   -0.166557	    1.41428
P35585  	    0.461165	   -0.808021	   -0.726576	    1.07343
P35761-2	    0.986019	    0.176709	    0.192917	   -1.35564
P35762  	   -0.254019	     1.20204	   -0.622783	  -0.325242
P35821  	     1.12347	    0.302843	   -0.689608	    -0.7367
P35831  	   -0.778001	  -0.0867988	     1.35897	  -0.494172
P35951  	     1.12321	    0.446078	   -0.339329	   -1.22995
P35979  	     1.07211	    -1.12853	   -0.342244	   0.398659
P36371  	    -1.52657	   0.0215367	    0.428571	    1.07646
P36552  	   -0.587546	    -1.21074	    0.654249	    1.14404
P36916  	   -0.951462	   -0.262294	    0.379143	   0.834612
P37040  	    -1.27392	   -0.286299	      1.1847	   0.375514
P37913  	    0.824847	    0.982884	   -0.923884	  -0.883847
P38060  	    -1.40339	    0.914549	  0.00661793	   0.482225
P38647  	    -1.00973	   -0.866537	    0.649788	    1.22647
P39053-6	    -1.30908	    0.637707	   -0.261515	   0.932884
P39098-2	    0.261533	    0.993945	  -0.0608469	   -1.19463
P39689  	     1.18768	   -0.432956	    0.429792	   -1.18452
P39876  	    0.618921	     0.65047	    -1.34076	  0.0713646
P40124  	    -1.08581	   -0.775508	     0.76764	    1.09368
P40142  	   -0.775063	     1.05077	   -0.921733	   0.646022
P40201  	     1.45558	   -0.693243	   -0.111118	  -0.651223
P40237  	    -0.52105	     1.26053	   -0.825899	  0.0864236
P40336  	     0.66115	    -1.04028	   -0.166123	   0.545251
P40630-2	    -0.99411	   0.0799236	   -0.226465	    1.14065
P41731  	  -0.0599922	     1.00093	    -1.08678	   0.145838
P42125  	    -1.26653	    0.194709	   -0.140663	    1.21249
P42128  	    0.485681	    0.929189	   -0.747536	  -0.667334
P42669  	    -1.27893	    -0.17158	    0.175525	    1.27498
P42932  	      0.6888	    -1.56607	    0.201453	   0.675813
P43135  	    0.315419	     1.07593	   -0.633341	   -0.75801
P43274  	   -0.407755	   -0.804305	   -0.302266	    1.51433
P43276  	    -1.08417	   -0.377639	    0.191755	    1.27005
P43346  	    0.575554	    0.388451	    0.513059	   -1.47706
P43407  	    0.642985	    0.826202	   -0.640519	  -0.828668
P45376  	    0.157035	    -1.17498	    0.712435	   0.305509
P45377  	  -0.0646573	    -1.33137	    0.534209	   0.861819
P45878  	     -1.3717	    0.172364	     0.61054	   0.588795
P45952  	    0.203993	    0.392486	    -1.30268	     0.7062
P46061  	     1.52532	   -0.111955	   -0.478178	  -0.935191
P46414  	    0.438388	    0.615842	    -1.49258	   0.438353
P46460  	    0.523886	    -1.18783	   0.0264695	   0.637476
P46467  	    0.651853	    0.668592	   -0.376057	  -0.944388
P46471  	    0.569051	    -1.23836	    0.158252	   0.511056
P46638  	   -0.668243	   -0.336957	   -0.118078	    1.12328
P46664  	    0.985191	     -1.4168	    0.386694	  0.0449105
P46718  	   -0.882357	   -0.662334	    0.864283	   0.680408
P46737  	    -1.31555	  -0.0769302	    0.474367	   0.918111
P46935  	     1.19255	     0.65936	   -0.773626	   -1.07829
P47199  	    -1.18418	    0.569569	    0.725606	  -0.110995
Q9DBX5  	   -0.697993	    -1.18683	    0.823234	    1.06159
P47738  	    -1.56901	    0.206504	    0.594592	   0.767918
P47739  	     -1.0175	      0.5031	   -0.725676	    1.24007
P47754  	    0.357556	   -0.349799	   -0.741952	   0.734195
P47757  	    0.648187	    -1.08987	   -0.355038	   0.796719
P47757-2	    0.472609	   -0.996138	     -0.6535	    1.17703
P47791-2	   0.0221356	    -1.30564	     0.12662	    1.15688
P47801  	   -0.684478	   -0.842622	    0.435545	    1.09156
P47811  	     1.05163	    0.675224	   -0.511875	   -1.21498
P47856-2	   -0.104027	 -0.00235187	    -1.18627	    1.29265
P47911  	    -0.71245	   -0.754401	    0.361382	    1.10547
P47930-2	    0.382855	   -0.522953	   -0.805826	   0.945924
P47941  	   -0.862663	   -0.521317	     0.40411	    0.97987
P47955  	   -0.721076	   -0.733897	    0.588654	   0.866319
P47962  	   -0.848215	   -0.843738	    0.637487	    1.05447
P47963  	    0.276189	    -1.42275	    0.418788	   0.727777
P48024  	     1.09661	    0.409247	   -0.489566	    -1.0163
P48036  	    -1.09903	   -0.255078	    0.213309	    1.14079
Q60I23  	    0.316572	    0.527364	    -1.13504	   0.291106
P48678  	   -0.382975	    -1.03082	    0.189785	    1.22401
P48722  	    0.299957	    -1.02847	   -0.524992	    1.25351
P48754  	   -0.782104	    0.951997	    0.533938	  -0.703831
P48755  	     1.36206	    0.233322	   -0.411259	   -1.18412
P48771  	    -1.00102	   -0.373163	    0.166166	    1.20802
P48962  	    0.969432	     -1.1584	   -0.454391	   0.643359
P49025-5	    0.704753	    0.126397	    0.231565	   -1.06272
P49135  	   -0.628235	    -1.00758	    0.925644	   0.710173
P49138  	     1.12779	    0.532113	    -1.09379	  -0.566109
P49312  	   -0.502903	   -0.754644	  -0.0931463	    1.35069
P49442  	   -0.831065	    0.530594	   -0.522475	   0.822945
P49452  	   -0.690745	   -0.665932	    0.548533	   0.808144
P49586  	    0.971061	    0.646031	   -0.880659	  -0.736432
P49615  	   -0.117406	   -0.977239	 -0.00416907	    1.09881
P49717  	     1.14917	    0.672191	      -1.113	   -0.70836
P49769  	    -1.23275	    0.442108	    0.408814	   0.381829
P49817  	    -1.21864	     1.13809	   -0.589861	   0.670411
P50171  	    -1.45361	    0.908293	   -0.138023	   0.683336
P50247  	     1.32389	    -1.09652	   -0.183409	 -0.0439614
P50295  	   -0.322819	     1.27512	    -1.09748	   0.145185
P50396  	    -1.18147	   -0.661181	    0.721485	    1.12117
P50428  	    -1.07112	    0.118041	  -0.0717005	    1.02478
P50429  	   -0.835116	    0.801354	   -0.281943	   0.315705
P50431  	    0.933195	    -1.33617	    0.685745	  -0.282768
P50516  	    -1.17942	   -0.545484	    0.448499	     1.2764
P50518  	    -1.19829	    0.102339	    0.774639	   0.321316
P50544  	    -0.86265	   -0.879924	    0.861005	   0.881569
P50580  	    0.278673	    -1.47303	    0.556478	   0.637876
Q8CE80  	    -1.26462	   -0.523641	    0.613383	    1.17488
P51150  	    0.188195	    -1.03814	   -0.492329	    1.34227
P51163  	   -0.901883	  -0.0818861	    0.285863	   0.697905
P51174  	    -1.29444	    0.218539	   -0.144273	    1.22017
P51410  	-0.000891978	    -1.16455	    0.652168	    0.51327
P51432  	    -1.18513	   -0.342676	    0.858614	   0.669194
P51569  	   -0.629124	   -0.726656	    0.577149	   0.778631
P51612  	   -0.244877	   -0.668548	    0.860701	  0.0527247
P51660  	    -1.20393	    0.740258	   -0.580049	    1.04372
P51807  	    -1.25975	     0.17862	    0.827824	   0.253304
P51855  	   -0.263878	    -1.24138	    0.488361	     1.0169
P51863  	    -0.46429	 -0.00518136	    0.493059	 -0.0235878
P51943  	     0.98807	  0.00827972	  -0.0661913	  -0.930159
P51949  	    -0.40706	    0.266754	    0.835737	  -0.695431
P52019  	    0.139287	    0.742398	    -1.56458	   0.682897
P52293  	     1.36535	  -0.0402374	 -0.00221906	    -1.3229
P52431  	     1.20863	    0.432812	   -0.795562	  -0.845884
P52432  	     1.33348	     -1.0551	  -0.0451418	  -0.233241
P52479-2	     1.28564	    -1.04215	    0.261725	  -0.505212
P52480  	   -0.072545	    -1.40417	    0.343561	    1.13315
P52480-2	    0.587135	    0.380264	    -1.63726	   0.669864
P52483  	     1.38414	    0.225989	   -0.637792	  -0.972339
P52624  	  -0.0781865	    -1.40903	      1.1749	   0.312317
P52760  	   -0.231561	     1.11713	   -0.697386	  -0.188182
P52800  	 -0.00367844	    0.744153	     -1.0468	   0.306324
P52825  	    -1.03972	    0.408206	   -0.350235	   0.981751
P52927  	    -1.22844	   -0.607474	    0.853863	   0.982051
P52946  	    0.797635	    0.482049	   -0.475142	  -0.804542
P53395  	    -1.28095	    0.248634	    0.472003	   0.560314
P53569  	   -0.709344	    -1.00923	    0.952321	   0.766252
Q3TVF4  	     1.16167	   -0.627276	    0.138132	  -0.672525
P53690  	    -1.10247	    0.792786	    0.853614	  -0.543926
P53702  	     1.27558	   -0.595005	    0.132179	  -0.812751
P53798  	    0.535462	     1.00838	    -1.23997	   -0.30387
P53810  	   -0.055333	   -0.492318	    0.614267	 -0.0666161
P53811  	    0.816215	   -0.935011	   0.0849389	  0.0338567
P53986  	   -0.621049	   -0.538214	   -0.350326	    1.50959
P53994  	     1.33989	   -0.328672	    -1.21101	   0.199794
P53995  	   -0.718192	  -0.0111399	   -0.430018	    1.15935
P53996  	   -0.129667	    -1.11498	    0.838864	   0.405783
P53996-2	    0.147623	    -1.29195	   0.0326862	    1.11165
P54071  	   -0.861964	   0.0414169	   -0.520299	    1.34085
P54103  	   -0.391151	    -1.26726	    0.766567	   0.891848
P54116  	   -0.648602	   -0.941351	       1.279	   0.310952
P54227  	     0.38388	    0.403145	    -1.30944	    0.52241
P54276  	    0.995416	    0.662884	   -0.675798	  -0.982502
P54726  	   -0.456182	    -1.04247	    0.241052	     1.2576
P54728  	   -0.429434	    -1.23338	    0.735935	    0.92688
P54729  	   -0.804468	    0.873012	   -0.942073	   0.873529
P54731  	     1.06636	   -0.342254	   -0.804521	  0.0804131
P54775  	    -1.29014	   -0.411173	    0.541066	    1.16024
P54818  	   0.0865607	   -0.217075	      1.0563	  -0.925789
P54822  	    -1.05667	   -0.476544	     1.16117	   0.372043
P54823  	     1.17181	    0.150643	    -1.26494	 -0.0575216
P55200-2	   -0.995284	     1.15797	    0.522751	  -0.685439
P55258  	     0.81644	    0.585468	   -0.523342	  -0.878566
P55264  	   -0.677032	   -0.877786	    0.621161	   0.933657
P55302  	    -1.25591	    0.717061	  -0.0897407	   0.628588
P56183-3	   -0.331027	    -1.22967	    0.443902	     1.1168
P56212  	    0.220305	    -1.27309	    0.267322	    0.78546
P56213  	    -1.21421	   -0.352759	    0.519857	    1.04711
P56375  	    -0.87465	    0.682827	     0.16742	  0.0244021
P56380  	    0.157795	     1.31724	   -0.738095	  -0.736938
P56389  	     0.80139	    0.527366	    0.299944	    -1.6287
P56390  	    0.899388	    0.562492	   0.0063634	   -1.46824
P56391  	   -0.792283	    0.417853	    0.858139	  -0.483709
P56394  	     1.11983	   -0.435852	   -0.264826	   -0.41915
P56480  	   -0.686529	    -1.03119	    0.345732	    1.37199
Q3UN10  	    -1.22492	    0.306851	    0.322223	   0.595845
P56873  	    0.616302	    -1.02576	    0.285107	   0.124349
Q8CFQ9  	   -0.295129	    -1.04838	  -0.0619214	    1.40543
P56960  	     0.75782	    -1.25064	   0.0212864	   0.471535
P57080  	    0.344451	    0.861156	  -0.0075332	   -1.19807
P57722-2	    0.133159	    0.600375	    0.274296	   -1.00783
P57724  	   -0.760808	   -0.670385	    0.582142	   0.849051
P57780  	   0.0353508	    -1.29887	    0.414504	   0.849015
P57784  	    0.923194	    -1.18538	    0.483748	  -0.221563
P58021  	     1.32843	   -0.686105	   -0.800451	   0.158122
P58044  	    0.565218	     1.11563	    -1.43523	  -0.245618
P58137  	   -0.581966	   -0.865609	   0.0404156	    1.40716
P58252  	    0.590078	     -1.6371	    0.436649	   0.610377
P58281-2	   -0.646854	   -0.978163	    0.738002	   0.887015
P58389  	  -0.0743231	    0.284505	   -0.991271	   0.781089
P58404-2	    0.859215	    0.202714	    -1.42357	   0.361646
P58468  	     0.87626	    -1.03131	     0.47317	  -0.318118
P58771  	    -1.10568	   -0.074321	    0.662516	   0.517484
P58774-2	    0.215511	    -1.27945	      0.3509	   0.713038
P58802  	   -0.673683	    0.868637	   -0.827419	   0.632465
P58854  	    0.598705	   0.0592301	   -0.724121	  0.0661855
P58871  	   0.0160294	    -1.26028	    0.779213	   0.465035
P59016  	    -1.21798	    0.579407	   -0.152595	   0.791172
P59114  	   -0.918388	    0.474977	   -0.831349	    1.27476
P59325  	   -0.512937	     -1.3076	    0.956855	   0.863682
P59672  	   -0.471771	   -0.781314	    0.508595	    0.74449
P59764  	   -0.166526	    0.919669	    0.258538	   -1.01168
P59999  	     1.50703	   -0.759669	   -0.676228	 -0.0711339
P60003  	     1.10549	    0.119903	   -0.723979	  -0.501416
P60060  	   -0.937756	   -0.880661	    0.730684	    1.08773
P60122  	    0.043269	      -1.253	   0.0978205	    1.11191
P60229  	     1.42834	   -0.534552	    0.156334	   -1.05013
P60330  	    0.542258	    0.331496	    0.310827	   -1.18458
P60521  	     1.22018	    0.307741	   -0.237141	   -1.29078
P60603  	   0.0547196	   -0.816462	    0.762834	-0.00109187
P60605  	   0.0077836	    -1.23135	    0.369671	   0.853897
P60670  	   -0.505614	    -1.09408	    0.825493	     0.7742
P60762-2	     1.17013	    0.610403	   -0.714381	   -1.06615
P60766  	    -0.94707	   -0.464986	    0.658466	    0.75359
P60824  	   -0.925917	    0.506866	   -0.400295	   0.819346
P60843  	     1.62406	   -0.747998	   -0.366109	  -0.509956
P60867  	     0.15134	    -1.18021	  -0.0390536	    1.06792
P60898  	     1.11284	  -0.0514825	    -1.28868	   0.227324
P60904  	    -1.14941	   -0.363176	    0.256858	    1.25572
P61021  	    -1.13224	     0.47528	    0.377329	   0.279634
P61025  	     1.03706	    0.328657	   -0.160061	   -1.20566
P61027  	    -1.18853	   -0.243315	    0.542033	   0.889815
P61082  	   -0.641209	   -0.939838	    0.391741	    1.18931
P61087  	   0.0108119	    -1.43882	    0.418356	    1.00965
P61089  	   -0.142638	     -1.0844	    0.629128	   0.597906
P61161  	    0.989085	    -1.24114	   -0.239382	   0.491433
P61164  	   -0.491552	   -0.380812	   -0.133234	     1.0056
P61202  	    0.994057	    -1.26348	  -0.0958657	   0.365286
P61211  	     1.05525	   0.0565757	   -0.283167	   -0.82866
P61222  	    0.189775	     -1.5883	    0.613385	   0.785141
P61226  	   -0.152404	    0.449363	   -0.622711	   0.325752
P61290  	    0.833337	    -0.87664	     0.12584	 -0.0825366
P61327  	     1.14802	   -0.738029	    0.411848	  -0.821839
P61358  	    0.528984	    -1.11877	    0.174279	   0.415509
P61600  	   -0.388602	   -0.800554	     0.52455	   0.664607
P61750  	     1.12146	    0.296612	    -1.18587	  -0.232196
P61759  	    0.269141	   -0.536013	     1.04434	  -0.777469
P61961  	    -0.94468	    0.182727	    0.413173	    0.34878
P61965  	    0.541077	   -0.772801	   -0.603576	   0.835301
P61969  	     0.22317	    0.922782	   -0.723491	  -0.422461
P61971  	     1.31125	    -1.00294	   -0.175001	  -0.133312
P61979  	    -1.12672	   -0.522135	    0.747268	   0.901585
P61982  	    -1.07906	   -0.748488	    0.694189	    1.13336
P62046  	   0.0905289	     1.15811	   -0.269851	  -0.978786
P62071  	   -0.676399	   -0.392565	   -0.188862	    1.25783
P62073  	    0.727829	   -0.289227	    -0.42459	 -0.0140118
P62075  	   -0.561802	    -1.05984	    0.841559	   0.780083
